ten_gpa,twelth_gpa,colz_gpa,nimcet_marks,psqt_gpa,me_gpa,co_gpa,pscp_gpa,pscp_lab_gpa,foss_lab_gpa,sgpa1,afm_gpa,ds_gpa,ss_gpa,oops_gpa,aad_gpa,ds_lab_gpa,ss_lab_gpa,oops_lab_gpa,sgpa2,cgpa2,os_gpa,dbms_gpa,wt_gpa,ospm_gpa,ads_gpa,os_lab_gpa,dbms_lab_gpa,wt_lab_gpa,sgpa3,cgpa3,pdwdm_gpa,ccn_gpa,se_gpa,ooad_gpa,dos_gpa,ke_lab_gpa,ccn_lab_gpa,set_lab_gpa,sgpa4,cgpa4,nps_gpa,uc_gpa,cc_gpa,dpsa_gpa,stt_gpa,seminar_viva_gpa,nps_lab_gpa,stt_lab_gpa,sgpa5,cgpa5,project_gpa,cgpa_final
7.05,7.54,5.09,577.42,5,7,7,8,10,7,7.29,9,7,9,10,9,8,10,10,9.0,8.14,7,10,8,9,7,7,10,8,8.25,8.18,9,8,9,10,7,10,8,9,8.75,8.32,8,8,10,10,8,9,8,7,8.5,8.36,8,8.3
8.6,8.19,8.11,846.62,9,9,9,10,9,10,9.14,9,8,8,10,10,7,10,10,9.0,9.07,8,10,7,9,8,8,10,8,8.5,8.88,10,8,8,8,7,10,9,8,8.5,8.79,9,8,10,7,7,9,9,7,8.25,8.68,6,8.23
6.89,6.52,5.26,433.07,7,5,5,5,6,6,6.0,7,5,7,6,6,7,9,8,6.88,6.44,6,5,6,6,6,6,6,6,5.88,6.25,6,8,6,6,5,5,7,6,6.12,6.22,9,8,7,6,5,8,9,5,7.12,6.4,6,6.33
5.75,5.87,7.77,637.26,6,7,9,8,9,9,7.71,9,7,10,8,8,9,8,9,8.5,8.11,10,10,10,7,6,10,9,10,9.0,8.4,9,9,10,10,9,10,8,10,9.38,8.65,8,9,9,10,9,8,7,10,8.75,8.67,7,8.39
8.72,9.45,8.25,519.08,6,8,9,6,7,7,7.14,7,9,7,6,6,9,7,5,7.0,7.07,10,8,9,10,10,9,9,10,9.38,7.84,7,6,7,8,10,8,7,8,7.62,7.79,6,6,7,7,7,6,7,7,6.62,7.55,8,7.63
6.36,7.86,6.21,391.79,8,5,6,7,7,7,6.86,5,7,9,8,10,6,9,7,7.62,7.24,8,7,8,6,8,7,7,8,7.38,7.29,8,7,8,7,9,7,7,7,7.5,7.34,8,8,6,6,7,6,7,7,6.88,7.25,7,7.21
6.26,7.52,7.76,548.88,9,8,8,9,8,10,8.71,6,10,10,10,9,10,9,9,9.12,8.92,7,6,10,7,10,8,7,10,8.12,8.65,6,10,8,9,7,5,9,9,7.88,8.46,9,9,9,8,7,8,8,6,8.0,8.37,7,8.14
7.6,7.38,5.21,627.78,6,8,8,7,6,9,7.29,7,6,6,8,7,8,6,8,7.0,7.14,7,9,9,10,6,8,9,8,8.25,7.51,9,7,7,6,8,8,7,7,7.38,7.48,8,8,6,5,6,7,9,5,6.75,7.33,6,7.11
6.47,5.5,6.62,456.26,6,6,7,5,5,6,6.0,5,5,7,5,9,5,9,5,6.25,6.12,9,8,8,5,5,8,8,8,7.38,6.54,9,7,8,8,8,8,6,7,7.62,6.81,7,7,7,8,9,7,6,9,7.5,6.95,10,7.46
8.08,9.62,9.71,777.07,9,9,8,10,8,10,9.0,9,8,10,10,10,9,10,10,9.5,9.25,6,7,7,10,9,7,6,6,7.25,8.58,7,9,10,8,7,8,7,10,8.25,8.5,8,8,9,7,10,9,9,9,8.62,8.52,9,8.6
9.58,8.67,9.53,794.5,8,8,9,9,9,9,8.86,9,10,8,10,9,9,6,9,8.75,8.8,8,8,7,9,9,8,9,6,8.0,8.54,9,9,10,9,9,8,9,10,9.12,8.68,9,8,10,10,9,10,8,10,9.25,8.8,10,9.0
8.94,7.78,6.14,595.36,7,5,8,5,6,7,6.14,7,7,7,7,7,7,8,6,7.0,6.57,10,6,10,6,8,9,7,9,8.12,7.09,6,8,7,7,10,5,9,7,7.38,7.16,8,8,6,6,7,8,8,7,7.25,7.18,6,6.98
6.01,6.93,5.58,436.93,7,8,7,7,6,8,6.86,7,8,7,9,6,7,9,9,7.75,7.3,9,7,6,9,7,10,8,7,7.88,7.5,8,8,6,8,8,9,8,7,7.75,7.56,9,5,5,8,5,6,10,5,6.62,7.37,5,6.98
5.38,6.93,5.15,555.29,6,6,6,7,5,6,6.14,5,8,8,9,6,9,7,9,7.62,6.88,8,8,6,5,7,8,9,7,7.25,7.0,8,8,7,6,9,9,9,6,7.75,7.19,9,8,7,6,8,8,8,9,7.88,7.33,7,7.27
8.61,8.99,8.55,807.13,9,8,9,8,9,9,8.57,9,10,8,7,8,10,9,8,8.62,8.6,10,9,10,6,9,10,10,9,9.12,8.77,8,9,9,10,10,9,8,7,8.75,8.77,7,8,7,8,9,10,8,8,8.12,8.64,8,8.53
8.13,7.62,7.61,616.33,8,8,9,9,9,9,8.71,10,9,8,9,8,8,9,10,8.88,8.8,7,7,10,7,9,6,8,8,7.75,8.45,7,10,8,9,8,6,10,8,8.25,8.4,9,9,9,8,7,8,10,8,8.5,8.42,8,8.35
7.18,7.72,6.16,504.75,6,5,5,6,8,7,6.43,7,5,8,6,10,6,10,8,7.5,6.96,6,5,9,7,6,7,5,10,6.88,6.94,5,7,6,7,5,6,6,5,5.88,6.67,6,8,8,8,7,8,7,8,7.5,6.84,8,7.03
6.47,7.13,6.87,613.87,5,7,5,7,9,8,6.57,6,5,6,6,5,7,7,5,5.88,6.23,7,7,7,7,6,6,7,7,6.75,6.4,8,7,8,8,7,8,7,7,7.5,6.68,8,8,7,8,8,7,7,9,7.75,6.89,6,6.74
8.25,8.78,8.11,705.31,6,6,6,7,7,6,6.43,6,8,8,7,7,7,7,7,7.12,6.77,7,6,9,7,7,6,7,10,7.38,6.98,5,6,6,6,6,6,6,5,5.75,6.67,5,8,8,7,7,6,6,8,6.88,6.71,7,6.76
6.4,6.08,6.75,598.44,7,5,5,6,6,6,6.14,7,8,5,8,10,10,6,8,7.75,6.95,5,8,6,6,8,5,7,6,6.38,6.76,6,7,7,6,6,7,5,7,6.38,6.66,6,7,8,5,8,8,5,7,6.75,6.68,8,6.9
8.13,7.02,6.57,551.76,8,8,5,7,6,6,6.71,7,5,6,7,9,6,5,9,6.75,6.73,7,6,9,7,5,8,7,9,7.25,6.9,5,7,8,7,8,5,8,7,6.88,6.9,7,6,8,7,8,7,6,7,7.0,6.92,8,7.1
8.33,8.74,9.05,893.18,10,10,9,10,9,9,9.57,9,9,9,9,10,10,10,10,9.5,9.54,10,10,10,10,9,8,10,10,9.62,9.56,9,9,10,8,8,8,8,10,8.75,9.36,8,9,10,8,8,9,7,8,8.38,9.16,9,9.14
8.69,7.55,5.32,539.92,5,5,8,7,7,5,6.14,6,5,9,6,7,7,10,6,7.0,6.57,8,9,6,7,6,9,10,6,7.62,6.92,10,7,8,7,7,10,5,8,7.75,7.13,6,7,7,6,7,7,7,8,6.88,7.08,8,7.23
7.03,6.26,7.32,596.18,6,9,5,7,6,8,6.57,6,7,7,6,6,6,6,7,6.38,6.48,5,7,8,9,8,6,5,8,7.0,6.65,8,6,7,7,6,7,5,6,6.5,6.61,5,6,8,8,8,6,5,8,6.75,6.64,7,6.7
7.67,7.18,5.22,623.73,5,5,5,5,7,6,5.71,6,7,7,5,8,8,9,5,6.88,6.3,7,6,7,6,7,7,5,7,6.5,6.36,7,6,7,8,7,8,6,7,7.0,6.52,5,8,7,8,6,8,5,5,6.5,6.52,7,6.6
5.33,6.44,6.06,475.41,5,8,8,6,7,5,6.57,5,6,7,5,7,5,6,6,5.88,6.23,7,10,8,7,7,5,9,7,7.5,6.65,10,7,8,7,8,9,8,8,8.12,7.02,6,6,7,6,9,8,7,8,7.12,7.04,9,7.37
9.16,9.8,9.47,711.86,6,6,8,7,8,5,6.86,8,6,5,6,9,7,6,6,6.62,6.74,8,9,10,5,6,8,9,9,8.0,7.16,10,7,6,8,8,10,8,6,7.88,7.34,8,5,5,8,7,7,6,8,6.75,7.22,6,7.02
6.65,6.21,6.14,521.81,8,8,5,6,6,5,6.14,6,6,7,5,7,8,7,6,6.5,6.32,7,5,7,9,7,7,5,8,6.88,6.51,6,7,6,6,8,5,6,7,6.38,6.48,8,8,7,7,6,8,9,5,7.25,6.63,6,6.53
5.03,6.56,6.37,636.43,5,5,7,6,6,8,6.43,6,7,8,8,8,6,7,10,7.5,6.96,5,7,9,6,8,5,7,8,6.88,6.94,7,7,7,6,5,5,6,7,6.25,6.76,6,7,7,6,7,8,5,6,6.5,6.71,8,6.93
7.32,7.47,6.39,581.47,5,5,8,7,6,8,6.57,7,6,7,7,6,5,9,7,6.75,6.66,8,5,5,5,5,7,5,5,5.62,6.31,6,8,6,6,7,5,8,5,6.38,6.33,6,8,8,5,7,6,6,5,6.38,6.34,8,6.62
7.08,6.61,5.52,642.74,8,7,8,5,7,7,7.14,8,7,6,7,10,9,5,9,7.62,7.38,9,9,9,9,6,8,7,8,8.12,7.63,9,7,6,8,9,10,5,6,7.5,7.6,7,8,6,7,5,8,6,6,6.62,7.4,5,7.0
5.62,6.49,7.5,423.39,7,5,5,6,7,5,6.0,7,5,5,5,6,7,6,6,5.88,5.94,5,6,6,7,6,5,6,6,5.88,5.92,6,5,6,7,5,7,6,7,6.12,5.97,6,7,6,8,5,6,6,6,6.25,6.03,5,5.85
5.52,6.18,6.77,505.04,8,5,7,7,6,8,7.0,8,6,9,7,7,7,8,9,7.62,7.31,9,7,9,6,5,8,6,10,7.5,7.37,7,6,7,6,9,8,5,6,6.75,7.22,6,6,6,7,6,8,7,6,6.5,7.07,5,6.73
5.76,5.14,5.75,557.67,5,8,7,7,8,9,7.0,9,9,6,8,6,10,7,10,8.12,7.56,6,9,6,10,8,6,9,6,7.5,7.54,7,6,7,7,6,6,7,6,6.5,7.28,6,8,7,6,7,6,6,6,6.5,7.12,7,7.1
6.11,6.53,7.07,437.94,7,6,8,7,8,6,7.0,8,9,5,9,5,8,5,9,7.25,7.12,10,9,10,7,8,10,7,10,8.88,7.71,10,8,7,8,8,10,9,7,8.38,7.88,9,8,8,9,7,6,9,6,7.75,7.85,6,7.54
7.81,6.83,5.63,505.84,5,7,6,5,6,6,6.14,7,8,5,6,10,9,7,8,7.5,6.82,8,6,6,7,9,8,6,6,7.0,6.88,5,7,8,7,8,6,8,9,7.25,6.97,7,8,8,7,7,7,6,8,7.25,7.03,5,6.69
7.32,7.77,5.4,542.58,6,7,7,6,6,8,6.57,5,5,5,5,6,5,5,6,5.25,5.91,9,5,8,6,6,8,6,9,7.12,6.31,6,7,6,6,9,5,6,6,6.38,6.33,7,6,6,6,6,8,7,6,6.5,6.36,5,6.14
5.11,5.74,6.75,408.66,6,8,5,6,7,6,6.14,7,8,5,5,6,8,5,6,6.25,6.2,6,7,5,8,9,5,8,6,6.75,6.38,8,6,8,7,7,8,5,7,7.0,6.54,7,7,6,6,9,6,8,10,7.38,6.7,8,6.92
10.0,8.53,8.61,823.84,8,9,10,8,10,8,9.0,9,10,7,8,10,9,9,7,8.62,8.81,9,9,8,10,9,8,10,7,8.75,8.79,10,9,8,10,10,10,8,8,9.12,8.87,9,10,9,9,8,8,9,8,8.75,8.85,7,8.54
7.58,7.11,7.16,553.08,9,7,6,9,10,8,8.0,6,5,8,9,8,7,7,9,7.38,7.69,6,6,6,6,6,5,7,5,5.88,7.09,5,6,7,6,5,5,5,7,5.75,6.75,7,8,7,5,7,8,7,6,6.88,6.78,6,6.65
6.44,5.13,5.6,583.71,6,5,6,6,5,5,5.43,7,5,7,5,6,7,6,7,6.25,5.84,7,6,7,7,6,6,6,6,6.38,6.02,5,8,6,8,7,6,7,5,6.5,6.14,8,6,7,8,7,6,8,6,7.0,6.31,8,6.59
7.35,7.42,7.16,411.54,6,7,7,6,5,6,6.14,7,5,6,7,8,7,6,7,6.62,6.38,8,10,8,9,5,8,9,7,8.0,6.92,10,8,8,6,7,8,8,9,8.0,7.19,9,8,8,7,7,8,9,6,7.75,7.3,7,7.25
5.77,7.12,6.37,489.86,7,7,8,5,7,6,6.57,5,7,7,6,7,9,7,8,7.0,6.79,10,9,10,7,7,8,10,10,8.88,7.48,9,7,7,6,9,8,6,6,7.25,7.43,7,6,6,6,7,7,7,6,6.5,7.24,8,7.37
5.32,7.89,5.49,471.56,8,7,8,7,9,5,7.43,9,8,6,9,7,7,7,7,7.5,7.46,9,8,8,9,7,9,9,8,8.38,7.77,8,6,7,6,8,7,5,6,6.62,7.48,7,8,8,7,6,5,7,5,6.62,7.31,6,7.09
5.51,7.75,5.75,539.92,6,8,5,7,9,6,6.57,7,5,9,7,6,7,8,9,7.25,6.91,5,7,7,7,6,6,6,8,6.5,6.77,7,6,7,6,5,6,6,7,6.25,6.64,5,7,7,7,5,7,6,5,6.12,6.54,6,6.45
5.96,5.11,7.74,469.66,5,5,6,8,9,7,6.71,8,8,10,10,9,10,10,9,9.25,7.98,6,8,8,5,7,5,7,8,6.75,7.57,9,8,7,6,5,8,8,7,7.25,7.49,7,6,6,5,8,8,7,9,7.0,7.39,9,7.66
8.9,8.82,8.86,930.02,10,10,9,8,6,10,8.71,8,9,7,7,10,10,8,6,8.12,8.42,10,9,10,9,10,8,9,10,9.38,8.74,9,9,10,9,9,7,9,10,9.0,8.8,10,8,9,8,9,9,10,8,8.88,8.82,9,8.85
9.69,7.27,7.76,529.18,8,7,6,7,7,7,6.86,7,8,7,6,5,7,8,8,7.0,6.93,5,9,8,9,8,5,10,7,7.62,7.16,9,6,6,7,6,9,6,6,6.88,7.09,5,6,7,8,6,8,5,5,6.25,6.92,5,6.6
6.59,6.58,5.65,425.22,7,8,8,8,10,8,8.14,10,10,7,7,7,9,6,7,7.88,8.01,9,9,9,9,9,7,9,10,8.88,8.3,7,8,9,8,10,8,7,10,8.38,8.32,9,9,8,7,10,10,8,9,8.75,8.41,9,8.51
9.95,8.08,8.49,944.69,10,8,10,8,9,7,8.71,10,8,7,7,8,9,8,7,8.0,8.36,10,9,9,10,8,10,9,9,9.25,8.65,9,8,9,10,10,7,7,9,8.62,8.65,8,8,10,9,10,9,7,10,8.88,8.69,10,8.91
9.35,9.03,9.29,910.4,10,10,8,9,7,9,8.86,8,7,8,8,9,9,7,8,8.0,8.43,8,5,10,9,7,7,5,9,7.5,8.12,5,9,8,9,9,5,8,7,7.5,7.96,9,7,7,10,7,6,9,6,7.62,7.9,8,7.91
7.8,6.55,6.72,475.49,5,8,7,7,8,5,6.57,6,7,6,6,8,6,5,7,6.38,6.48,7,10,7,9,8,8,10,6,8.12,7.02,9,8,8,6,8,10,7,9,8.12,7.3,8,6,7,7,9,7,8,10,7.75,7.39,8,7.49
9.37,8.01,9.96,913.63,8,10,9,9,10,10,9.14,10,10,8,8,7,8,7,8,8.25,8.7,8,9,9,9,10,9,8,8,8.75,8.71,10,8,10,9,8,10,7,10,9.0,8.79,9,10,10,9,9,8,7,10,9.0,8.83,8,8.69
8.76,8.26,9.36,874.33,9,8,9,8,7,10,8.43,9,7,10,7,7,8,9,9,8.25,8.34,10,9,8,9,6,8,8,7,8.12,8.27,10,9,9,9,10,9,8,8,9.0,8.45,10,8,8,8,8,8,9,8,8.38,8.44,7,8.2
7.45,7.38,7.26,433.43,5,5,7,7,9,8,6.71,6,6,7,6,7,8,8,5,6.62,6.67,6,9,7,7,6,7,8,8,7.25,6.86,9,8,7,8,7,8,7,8,7.75,7.08,8,8,7,9,8,7,9,9,8.12,7.29,7,7.24
7.82,7.53,5.58,606.56,8,5,6,8,9,9,7.29,5,8,9,8,8,9,9,9,8.12,7.7,6,8,7,6,8,7,7,6,6.88,7.43,8,6,8,8,5,8,5,9,7.12,7.35,5,8,8,9,9,6,5,9,7.38,7.36,8,7.46
9.69,9.27,9.81,767.95,8,10,8,10,9,10,9.0,8,8,10,10,7,10,9,9,8.88,8.94,10,8,10,9,9,10,8,10,9.25,9.04,7,8,10,8,10,6,7,10,8.25,8.85,9,10,8,6,10,9,9,10,8.88,8.85,10,9.04
9.73,7.36,5.73,520.54,8,6,6,6,5,5,6.14,8,6,7,6,9,6,7,8,7.12,6.63,5,6,8,8,7,6,5,8,6.62,6.63,5,7,6,7,5,6,6,6,6.0,6.47,8,8,7,7,7,8,8,8,7.62,6.7,8,6.92
6.51,7.76,7.87,484.76,6,5,7,5,5,7,5.71,5,5,7,6,5,7,7,6,6.0,5.86,6,5,7,7,6,6,6,6,6.12,5.94,5,5,5,5,5,5,5,5,5.0,5.71,5,5,7,5,6,5,5,6,5.5,5.67,7,5.89
5.79,7.68,7.55,444.43,8,6,5,8,6,7,6.71,5,5,10,9,8,5,10,9,7.62,7.17,7,5,5,6,5,6,5,5,5.5,6.61,5,6,7,6,6,5,6,8,6.12,6.49,5,7,6,6,6,8,5,5,6.0,6.39,6,6.33
6.95,6.32,6.9,580.71,6,5,6,8,9,7,7.0,7,8,10,10,9,8,10,9,8.88,7.94,6,9,9,5,8,5,9,8,7.38,7.75,9,6,5,5,6,8,5,6,6.25,7.38,7,8,8,5,5,8,6,5,6.5,7.2,6,7.0
5.71,5.8,5.92,451.03,8,8,6,8,9,9,7.57,9,6,9,7,5,6,8,8,7.25,7.41,6,8,9,9,6,5,8,9,7.5,7.44,9,6,5,5,5,10,7,5,6.5,7.21,5,7,6,6,6,8,6,7,6.38,7.04,7,7.03
5.74,5.39,6.61,528.8,7,6,8,7,9,9,7.71,5,9,9,9,8,8,8,8,8.0,7.86,7,6,6,8,8,6,6,7,6.75,7.49,6,8,8,6,6,5,9,8,7.0,7.37,8,6,8,6,7,6,8,8,7.12,7.32,6,7.1
7.43,7.5,7.6,519.75,5,6,9,6,5,7,6.29,7,8,7,7,8,7,9,8,7.62,6.95,10,6,7,6,8,10,6,6,7.38,7.1,7,7,6,6,9,6,6,6,6.62,6.98,8,8,8,7,7,8,8,8,7.75,7.13,7,7.11
7.3,7.95,5.1,584.81,8,7,6,8,10,9,7.57,8,8,10,8,5,10,9,9,8.38,7.98,6,8,9,9,7,7,9,10,8.12,8.02,9,10,6,5,5,9,10,7,7.62,7.92,10,7,8,6,6,6,10,6,7.38,7.81,6,7.51
5.96,5.66,7.97,495.19,8,5,8,6,5,6,6.43,8,7,7,6,8,6,9,7,7.25,6.84,10,7,9,6,7,9,7,10,8.12,7.27,8,6,7,7,10,9,5,5,7.12,7.23,5,8,6,6,8,7,6,8,6.75,7.13,7,7.11
7.53,7.17,5.42,523.86,7,8,8,8,6,8,7.29,6,6,7,9,5,7,9,10,7.38,7.33,9,9,10,10,7,10,10,9,9.25,7.97,8,7,8,8,8,7,6,7,7.38,7.82,8,6,8,9,9,7,6,10,7.88,7.84,9,8.03
8.55,8.36,8.29,915.83,9,9,8,10,8,9,9.0,10,9,9,9,9,9,9,9,9.12,9.06,7,6,8,9,9,8,6,7,7.5,8.54,7,8,9,9,6,6,9,8,7.75,8.34,9,10,9,9,10,8,8,10,9.12,8.5,9,8.58
9.47,7.59,6.67,606.79,5,6,8,8,8,7,7.0,6,9,8,10,9,9,9,9,8.62,7.81,10,10,9,6,8,10,10,9,9.0,8.21,10,8,8,8,10,10,9,7,8.75,8.34,6,8,9,8,7,9,6,8,7.62,8.2,8,8.16
6.04,6.13,6.79,446.45,5,8,8,6,7,6,6.57,8,6,7,7,7,8,9,9,7.62,7.1,10,6,6,10,7,8,7,5,7.38,7.19,5,7,8,7,10,6,7,7,7.12,7.17,7,6,7,7,9,8,8,8,7.5,7.24,9,7.53
8.2,7.76,7.07,574.71,6,6,8,7,8,7,7.29,7,9,8,7,8,9,7,8,7.88,7.58,7,10,8,5,8,8,9,8,7.88,7.68,9,7,6,6,7,10,6,6,7.12,7.54,6,8,6,5,5,7,6,6,6.12,7.26,6,7.05
5.74,5.22,7.55,532.12,9,6,8,8,7,7,7.57,6,9,8,8,8,7,8,9,7.88,7.73,8,10,10,7,10,9,10,10,9.25,8.23,10,8,10,8,7,10,7,9,8.62,8.33,6,10,9,9,10,8,7,9,8.5,8.36,9,8.47
9.25,8.84,9.34,853.4,10,8,9,8,10,10,9.14,9,10,8,7,8,10,8,7,8.38,8.76,10,10,8,8,10,8,10,9,9.12,8.88,9,10,8,8,9,8,10,8,8.75,8.85,10,8,8,8,8,9,8,7,8.25,8.73,6,8.27
8.81,7.47,6.76,499.57,8,6,5,6,8,7,6.71,8,5,6,6,6,6,5,6,6.0,6.36,5,8,6,8,6,6,9,5,6.62,6.44,6,7,8,7,6,6,8,8,7.0,6.58,5,8,7,8,9,6,6,10,7.38,6.74,10,7.29
9.3,7.39,5.33,517.79,8,6,7,7,9,7,7.43,6,8,6,7,7,7,8,6,6.88,7.15,7,5,9,7,9,8,5,9,7.38,7.23,6,5,6,8,8,5,6,7,6.38,7.02,6,6,8,9,6,7,6,6,6.75,6.96,6,6.8
6.43,7.21,7.33,610.55,8,9,8,9,8,8,8.0,9,10,10,9,5,10,9,9,8.88,8.44,8,8,6,9,10,8,8,6,7.88,8.25,8,10,10,8,8,8,10,8,8.75,8.38,10,8,8,7,10,9,9,10,8.88,8.48,10,8.73
8.92,8.75,8.8,782.64,8,8,8,10,9,10,8.71,10,8,9,9,10,10,10,9,9.38,9.05,9,5,8,7,7,8,6,8,7.25,8.45,5,9,8,10,10,5,9,9,8.12,8.37,9,9,8,9,6,9,8,7,8.12,8.32,5,7.76
5.54,5.33,5.11,453.58,5,6,7,8,10,8,7.14,7,8,7,9,7,9,5,9,7.62,7.38,8,10,7,8,8,8,9,8,8.25,7.67,10,6,6,8,7,10,6,7,7.5,7.63,7,7,7,9,5,8,8,6,7.12,7.53,5,7.11
5.11,5.02,6.22,518.39,6,5,6,8,9,10,7.29,6,7,9,9,6,9,10,10,8.25,7.77,8,5,10,5,6,9,6,10,7.38,7.64,5,8,6,8,9,5,8,7,7.0,7.48,8,8,8,8,7,6,8,8,7.62,7.51,6,7.26
6.45,5.8,5.46,393.66,6,7,5,8,9,9,7.29,8,6,7,10,7,5,9,9,7.62,7.45,5,8,8,7,6,5,8,7,6.75,7.22,9,5,5,5,5,10,5,5,6.12,6.94,5,5,5,6,6,5,5,7,5.5,6.66,5,6.38
6.48,6.6,6.74,534.19,6,6,6,5,5,6,5.57,6,7,6,6,6,9,7,6,6.62,6.1,8,7,5,7,5,9,7,5,6.62,6.27,8,7,8,7,7,7,7,8,7.38,6.55,8,6,8,8,9,6,7,8,7.5,6.74,8,6.95
8.28,9.08,9.13,662.66,6,9,6,9,8,10,8.14,9,8,9,9,9,10,10,9,9.12,8.63,5,5,8,10,9,6,6,7,7.0,8.09,5,9,8,9,5,6,8,8,7.25,7.88,10,7,8,8,9,8,9,9,8.5,8.0,10,8.34
8.47,9.12,9.37,766.35,9,9,10,8,8,7,8.43,9,10,7,6,10,10,7,5,8.0,8.21,9,8,8,9,10,10,9,7,8.75,8.39,9,9,8,10,10,9,9,8,9.0,8.54,9,9,10,9,7,10,8,8,8.75,8.59,8,8.49
6.06,7.47,7.83,397.74,6,6,5,7,7,7,6.57,7,7,9,8,10,8,8,10,8.38,7.48,6,5,7,5,6,7,5,6,5.88,6.94,5,6,7,7,5,6,7,7,6.25,6.77,5,8,8,8,6,7,6,6,6.75,6.77,7,6.81
5.06,7.85,5.65,512.54,8,6,8,5,7,5,6.71,6,6,5,7,10,6,6,9,6.88,6.8,8,10,8,8,7,7,10,8,8.25,7.28,10,6,8,6,7,10,7,9,7.88,7.43,6,7,8,5,9,7,5,9,7.0,7.34,10,7.79
9.52,8.37,8.76,710.66,9,6,7,7,7,9,7.43,6,9,7,7,5,9,7,8,7.25,7.34,8,7,7,6,10,7,7,7,7.38,7.35,8,6,7,6,7,6,5,6,6.38,7.11,7,7,8,7,8,7,5,9,7.25,7.14,7,7.11
7.13,7.16,7.37,453.24,8,6,6,5,7,6,6.14,5,7,5,5,5,6,6,7,5.75,5.95,8,5,8,7,6,9,5,6,6.75,6.21,5,7,7,6,9,5,7,7,6.62,6.32,7,6,8,7,6,7,6,6,6.62,6.38,5,6.15
6.3,5.69,6.07,430.7,8,7,6,7,6,6,6.71,6,6,6,7,7,8,5,6,6.38,6.55,7,8,10,6,5,7,8,8,7.38,6.82,7,6,8,8,6,8,6,9,7.25,6.93,5,6,6,7,8,6,6,7,6.38,6.82,9,7.18
7.41,7.19,6.39,452.71,7,6,7,5,6,7,6.14,5,7,5,5,6,8,7,6,6.12,6.13,8,6,10,8,8,7,6,10,7.88,6.71,5,7,7,8,8,5,7,5,6.5,6.66,6,7,8,7,8,8,6,7,7.12,6.75,7,6.79
8.29,7.4,5.17,394.39,6,5,5,7,8,7,6.57,6,5,7,9,9,7,5,9,7.12,6.85,7,7,5,7,5,6,8,5,6.25,6.65,7,6,8,7,5,7,5,8,6.62,6.64,6,6,6,8,6,6,5,5,6.0,6.51,6,6.43
5.41,7.67,5.24,544.62,5,5,7,7,6,8,6.29,6,7,6,7,8,6,6,8,6.75,6.52,8,6,10,6,6,8,7,10,7.62,6.89,5,7,7,8,7,6,8,6,6.75,6.85,6,7,8,8,5,8,7,6,6.88,6.86,5,6.55
5.12,5.8,5.24,551.33,8,6,7,5,6,6,6.14,5,8,5,7,5,9,7,9,6.88,6.51,6,7,10,8,8,5,8,10,7.75,6.92,8,6,6,8,6,9,6,6,6.88,6.91,7,8,6,7,6,6,8,7,6.88,6.91,7,6.92
5.38,6.9,5.3,452.7,7,5,6,6,7,6,6.43,6,8,7,6,7,9,7,7,7.12,6.77,6,8,7,5,6,5,9,8,6.75,6.77,7,7,6,7,5,8,6,5,6.38,6.67,7,6,8,7,5,6,7,6,6.5,6.64,6,6.53
5.67,6.79,6.95,406.4,6,7,6,7,8,6,6.57,8,5,7,6,7,5,6,5,6.12,6.35,5,8,10,9,5,5,8,9,7.38,6.69,6,7,8,6,5,7,7,8,6.75,6.71,7,6,8,7,6,6,6,7,6.62,6.69,5,6.41
6.88,5.95,6.71,445.46,5,5,7,5,7,5,6.0,7,5,5,6,10,7,6,5,6.38,6.19,8,7,10,5,6,7,8,9,7.5,6.63,8,8,8,7,8,9,9,7,8.0,6.97,7,7,8,7,7,7,6,5,6.75,6.93,6,6.77
7.03,6.0,7.41,633.0,7,6,9,9,9,9,7.86,8,8,9,10,5,9,9,10,8.5,8.18,8,9,7,6,7,7,10,7,7.62,7.99,9,6,8,8,7,8,5,9,7.5,7.87,7,8,6,9,7,7,5,7,7.0,7.7,6,7.41
5.46,6.42,7.62,568.78,8,9,8,6,5,7,7.14,9,8,6,8,7,8,5,8,7.38,7.26,9,9,5,9,8,10,9,5,8.0,7.51,10,7,7,5,9,9,8,6,7.62,7.54,8,6,7,5,6,7,7,6,6.5,7.33,7,7.27
6.27,7.4,7.53,405.78,8,7,8,6,8,6,7.29,7,9,7,5,9,8,7,7,7.38,7.33,8,8,10,8,7,7,9,9,8.25,7.64,6,8,7,7,7,5,8,7,6.88,7.45,7,8,7,7,7,8,8,8,7.5,7.46,6,7.22
6.01,6.33,6.03,420.8,5,5,7,7,8,9,6.57,8,6,6,6,5,5,7,6,6.12,6.35,7,8,10,5,6,6,7,10,7.38,6.69,7,7,7,7,8,8,7,6,7.12,6.8,5,6,6,7,6,6,6,5,5.88,6.61,7,6.68
6.53,7.84,6.7,404.24,6,6,6,5,7,7,6.43,7,6,5,6,9,5,7,6,6.38,6.4,8,9,6,8,7,8,8,6,7.5,6.77,9,5,5,8,7,8,5,5,6.5,6.7,5,7,7,9,5,6,6,5,6.25,6.61,5,6.34
5.68,7.0,7.94,550.56,9,9,6,6,7,5,7.14,7,7,7,7,8,9,8,5,7.25,7.2,5,9,6,8,6,5,10,6,6.88,7.09,8,6,5,5,5,7,5,5,5.75,6.76,5,7,6,5,6,7,5,7,6.0,6.6,6,6.5
